id,channel,text,audio_file,audio_path
5870,@Web5Ngay,"Nó mang tính thực hành hơn, nó mang tính giải pháp nhiều hơn.",audio_5870.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5870.wav
5871,@tranquochuywecommit,Thì nó giống như cái việc.,audio_5871.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5871.wav
5872,@hangphimtailieudienanhnd,Được sự tiếp sức của các thế lực phản động.,audio_5872.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5872.wav
5873,@NgamRadio,Và có tiềm năng cho sự sống.,audio_5873.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5873.wav
5874,@truyenhinh4k,"Tổng thống Pháp Emmanuel Macron gần đây đã thừa nhận rằng thuốc súng đang thực sự khàn hiếm, và Liên minh châu Âu đang gặp khó khăn trong việc thu mua nguyên liệu phục vụ sản xuất thuốc súng.",audio_5874.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5874.wav
5875,@Spiderum,"Biên tập viên của các chủ đề xã hội cho biết, phải thừa nhận rằng cho đến mỗi cuối phiên tranh luận, mọi thứ vẫn rất căng thẳng, rồi họ đã miễn cưỡng chấp nhận kết quả sau mỗi phiên tranh luận.",audio_5875.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5875.wav
5876,@FonosVietnam,Mời bạn xem lời giới thiệu được đính kèm trên ứng dụng.,audio_5876.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5876.wav
5877,@5PhutCrypto,Trợt ngộ ra mình nhận ra được.,audio_5877.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5877.wav
5878,@SachBiQuyetThanhCong,Chúng là những chi tiết tạo nên tính nghệ thuật và lịch sử cho chính nó.,audio_5878.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5878.wav
5879,@CosmicWriter,"Đầu tiên, cuộc sống có thể tìm thấy được ý nghĩa trong bất kỳ hoàn cảnh nào, kể cả những hoàn cảnh khắc nghiệt nhất như là ở trong một trại tập trung.",audio_5879.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5879.wav
5880,@minvestvn,Đây là một cái sai lầm rất lớn của trader khi bạn tham gia thị trường tài chính.,audio_5880.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5880.wav
5881,@VuTruNguyenThuy,Giới thượng tầng của thế giới này dường như vẫn luôn che giấu điều gì đó.,audio_5881.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5881.wav
5882,@5PhutCrypto,"Hãy thử tưởng tượng một ngày khi mà điều đó thực sự xảy ra, vị thế của những người đã kiên trì bán trụ lại sẽ như thế nào?",audio_5882.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5882.wav
5883,@Xanh24h,"Với xu hướng phát triển của công nghệ, ngày càng có nhiều người lựa chọn đồ ăn vật online thay vì đến trực tiếp cửa hàng.",audio_5883.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5883.wav
5884,@DAIPHATTHANHTRUYENHINHSONLA,"Bà con tin tưởng vào chủ trương của Đảng Nhà nước, yên tâm định cư tại nơi ở mới, tập trung phát triển kinh tế gia đình, nâng cao chất lượng đời sống.",audio_5884.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5884.wav
5885,@meGAME_Official,"Trong số 8 người bạn của mình thì Craftycorn là con Smiling Critters, được giới thiệu thứ 3 trên trang Twitter chính thức của Mob Games.",audio_5885.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5885.wav
5886,@duyluandethuong,"Trong cái bối cảnh mà mình rất hay xách iPad đi để mình nói chuyện với khách hàng nè, để mình đi bàn chuyện, bàn việc với lại đối tác á, thì cái việc mà mình switch giữa nhiều cái profile khác nhau nó sẽ giúp cho mình thứ nhất là thao tác tiện hơn.",audio_5886.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5886.wav
5887,@BaodientuVOV,Mùa hè của Thái Lan chính thức bắt đầu từ ngày 21 tháng 2 và kéo dài đến giữa tháng 5.,audio_5887.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5887.wav
5888,@AnimeRewind.Official,Điều này luôn thay đổi trong suốt quá trình lịch sử.,audio_5888.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5888.wav
5889,@FonosVietnam,Có nhiều phương pháp khác.,audio_5889.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5889.wav
5890,@Nhantaidaiviet,Đến là hài.,audio_5890.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5890.wav
5891,@FonosVietnam,Mặc dù vậy.,audio_5891.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5891.wav
5892,@VOVLiveDocTruyen,Toại khóc tu tu.,audio_5892.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5892.wav
5893,@duongfg,"Không, không, tôi không có bất cứ vấn đề gì với chị em phụ nữ đâu, tôi rất là yêu quý các bạn.",audio_5893.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5893.wav
5894,@VOVLiveDocTruyen,Mình là gì trên thế gian này.,audio_5894.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5894.wav
5895,@kenhCoVan,"Nghĩa là một góc địa cầu, đường vui vẻ về tết.",audio_5895.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5895.wav
5896,@VoizFM,Nhưng chúng được nhắc tới ở đây nhằm minh họa cho một số rào cản tâm lý mà giáo dục theo kiểu truyền thống gây ra.,audio_5896.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5896.wav
5897,@Web5Ngay,Có không? Có đó à.,audio_5897.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5897.wav
5898,@VoizFM,Mà chúng ta bàn luận trong quyển sách này.,audio_5898.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5898.wav
5899,@CuThongThai,Và sau đó rớt trở lại.,audio_5899.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5899.wav
5900,@qrt,"Nhóm học sinh nêu trên không phải người địa phương, đến biển chơi và chạy xuống gần mép sóng vui đùa, thì gặp sóng lớn ập vào bất ngờ kéo ra xa.",audio_5900.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5900.wav
5901,@BroNub,Có vẻ như là trong đó có một con gì to đùng đào vào đây.,audio_5901.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5901.wav
5902,@FonosVietnam,"Hãy tận dụng khả năng đoán định này trong mỗi cuộc trò chuyện và mỗi tình huống và trong đời sống khi bạn có thể biết người ta dù là ai đang thực sự nghĩ gì, muốn gì và thực sự là ai.",audio_5902.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5902.wav
5903,@W2WHorror,Cùng thời điểm đó thì Isabelle sau khi tỉnh dậy thấy mình đang nằm trong một căn phòng với đầy đủ tiện nghi đồ dùng.,audio_5903.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5903.wav
5904,@tamhonanuong,Nhưng mà cơm anh nấu quả thực là thảm họa nhà bếp.,audio_5904.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5904.wav
5905,@FonosVietnam,Làm thế nào ánh sáng có thể truyền được từ những ngôi sao kia đến mắt ta?,audio_5905.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5905.wav
5906,@TruyenhinhDakLakDRT,"Với tổ chức đoàn, với phương châm thực túc bình cường, tiểu đoàn 303 đã tiến hành xuống giống 100% diện tích vườn rau, xen canh gối vụ nhiều loại, đa dạng hóa việc chăn nuôi gia súc gia cầm, góp phần cho mùa huấn luyện chiến sĩ mới đạt kết quả cao.",audio_5906.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5906.wav
5907,@W2WMovie,"Chất vấn vị bác sĩ, Abigail không hiểu tại sao Hannibal lại phải đẩy mình vào đường cùng để bàn tay cô nhuống máu như vậy.",audio_5907.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5907.wav
5908,@ducisreal,Bình tĩnh nào.,audio_5908.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5908.wav
5909,@vtcnow,Hãng Saab cũng chế tạo các tàu ngầm phức tạp và cùng với Boeing hiện đang sản xuất bom đường kính nhỏ phóng từ mặt đất để sử dụng ở Ukraine và máy bay huấn luyện phản lực T-7 Red Hawk cho Không quân Mỹ.,audio_5909.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5909.wav
5910,@AnimeRewind.Official,"Chị họ của Kirie, Keiko, cũng bị tấn công bởi loài mũi này.",audio_5910.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5910.wav
5911,@kiaralah,"Và ngay sau Archeoman, vị trí chúng mình đang đứng ở đây là khu tập thể các kiến trúc truyền thống, các kiến trúc cổ của Đại học Thanh Hoa.",audio_5911.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5911.wav
5912,@FonosVietnam,"Hai, áp dụng tài khoản tiết kiệm sự nghiệp này vào quá trình tái tạo sự nghiệp mà bạn luôn mong muốn.",audio_5912.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5912.wav
5913,@dannytran2375,Phải giữ được một cái mạnh mẽ gì đó.,audio_5913.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5913.wav
5914,@Spiderum,Vấn đề một số gia đình hoặc đơn vị giáo dục quá sùng bãi tiếng Anh mà quên dạy trẻ diễn đạt tiếng Việt là hoàn toàn có thật.,audio_5914.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5914.wav
5915,@battlecry.khampha,"Đáng chú ý, tất cả 68 nước đang gặp rủi ro vay nợ đều là thành viên của sáng kiến BRI.",audio_5915.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5915.wav
5916,@SukiesKitchen,Nhật độ này cũng có thể thay đổi tùy vào nồi ở nhà các bạn.,audio_5916.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5916.wav
5917,@SoiSangBrightSideVietnamese,Đó là lý do vì sao chúng ta chấp mắt nhiều hơn khi thực hiện một công việc đòi hỏi nhiều hoạt động trí ốc căng thẳng.,audio_5917.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5917.wav
5918,@VuTruNguyenThuy,Thông thường.,audio_5918.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5918.wav
5919,@RiwayLegal,Thì nó sẽ làm nó phiền lên.,audio_5919.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5919.wav
5920,@VoizFM,Và nhận lại 20 gram giấy.,audio_5920.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5920.wav
5921,@baihoc10phut,"Dù tôi không làm gì, tôi vẫn sẽ có nhà, có xe và đạt được mọi thứ.",audio_5921.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5921.wav
5922,@Web5Ngay,Và bạn không biết là trong cái rau này có cái chất gì.,audio_5922.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5922.wav
5923,@Web5Ngay,Có bữa giọng nó trong là thu trưa trưa. Có bữa giọng nó nhỏ nhẹ nhỏ nhẹ là thu buổi tối.,audio_5923.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5923.wav
5924,@W2WHorror,Để rồi tất cả đều đang nhìn Pedro như một kẻ mất trí.,audio_5924.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5924.wav
5925,@KienThucQuanSu,"Ngày nay, xe Bradley còn được trang bị nhiều thiết bị ngăn bắn hiện đại và nhiều vũ khí mở rộng để tăng tỷ lệ bắn trúng mục tiêu trên chiến trường.",audio_5925.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5925.wav
5926,@VOVLiveDocTruyen,"Trong đêm, tiếng khóc vọng vào núi nghe thật thê thảm.",audio_5926.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5926.wav
5927,@AnhBanThan,Đảm bảo sự đủ chất của bà bầu tốt hơn cũng như là hỗ trợ hệ tiêu hóa nữa.,audio_5927.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5927.wav
5928,@Nhantaidaiviet,"Ồ, vậy sao?",audio_5928.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5928.wav
5929,@AnimeRewind.Official,Johan không hề biết rằng.,audio_5929.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5929.wav
5930,@FonosVietnam,"Hiệu ứng này giải thích tại sao một nửa dân số tin vào thuộc chim tinh 12 cung hoàng đạo được chia thành 6 cung tích cực sông tử, sư tử, thiên bình nhân mã và bảo bình và 6 cung tiêu cực kim ngưu, cựu giải sữ nữ, bò cạp ma kết và sông ngự.",audio_5930.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5930.wav
5931,@Xanh24h,Bề rộng làm việc 70mm.,audio_5931.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5931.wav
5932,@FonosVietnam,"Đối với nữ giới là mình dây, eo con kiến, thân hình đồng hồ khác.",audio_5932.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5932.wav
5933,@CuThongThai,Tài sản hiệu quả.,audio_5933.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5933.wav
5934,@W2WHorror,"Nhưng hy vọng trong những phần tiếp theo, chúng ta sẽ được thưởng thức một tờ năn chỉ tru và đột phá hơn.",audio_5934.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5934.wav
5935,@hangphimtailieudienanhnd,"Phòng học trên tầng 2 căn nhà số 25 phố Văn Minh, thành phố Quảng Châu.",audio_5935.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5935.wav
5936,@AnimeRewind.Official,"Cũng bởi vì con người đã khai thác quá sâu vào trong lòng đất, thế nên địa chất đã bị dịch truyền và giờ đây dòng rùng nhàm đang khiến chúng tôi rơi vào tuyệt vọng.",audio_5936.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5936.wav
5937,@VoizFM,Chứ mày bảo cái gì đẹp?,audio_5937.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5937.wav
5938,@PhanTichGame,"Nếu có gì không hợp lý hoặc sai sót, các bạn comment bên dưới nhé.",audio_5938.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5938.wav
5939,@FonosVietnam,"Ngoài ra, não bộ cũng có thể ảnh hưởng đến chuyển động vật lý của ruột.",audio_5939.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5939.wav
5940,@chanthienmybachnien,Chứa rất là nhiều các vitamin và khoáng chất.,audio_5940.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5940.wav
5941,@VoizFM,Vì thật ra ta không cần phải nắm bắt cái gì hết.,audio_5941.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5941.wav
5942,@meGAME_Official,"Tôi sẽ đi về nhà anh em ạ, tôi chẳng hồi sinh con nào hết.",audio_5942.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5942.wav
5943,@FonosVietnam,Nếu bạn đã từng đọc cuốn sách.,audio_5943.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5943.wav
5944,@SUCKHOETAMSINH,"Và tiếp theo đây thì Phượng sẽ chia sẻ đến, chị em và các bạn món sườn kho táo rất là ngon và đặc biệt luôn nha.",audio_5944.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5944.wav
5945,@FonosVietnam,"Vì mục tiêu làm cho cuộc sống tốt đẹp hơn, người khắc kỹ không nên tránh né những mối quan hệ xã hội mà phải học cách ứng xử khôn ngoan và hòa hợp với mọi người.",audio_5945.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5945.wav
5946,@jakinatsumi2915,Tớ thì sao cũng được.,audio_5946.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5946.wav
5947,@DaiHaNoi-HTV,"Nhưng suốt 10 năm đó, bạn phải làm việc hàng ngày, làm thêm giờ, phải trải qua những áp lực lớn không dứt. Rất nhiều người không muốn điều này.",audio_5947.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5947.wav
5948,@NgamRadio,Thiên tai là lời cảnh tình.,audio_5948.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5948.wav
5949,@VoizFM,Hoặc là những cái đau hay sự khó chịu.,audio_5949.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5949.wav
5950,@hacthaybachthay,Tự hào.,audio_5950.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5950.wav
5951,@daiptthtv,"Ngày 22 tháng 1, ông Nguyễn Quỳnh Thiện, Phó Chủ tịch Quỹ ban Nhân dân tỉnh cùng lãnh đạo các sở ngành tỉnh đã đến thăm, chúc Tết và tìm hiểu tình hình sản xuất kinh doanh tại các doanh nghiệp ở khu công nghiệp Long Đức, thành phố Trà Vinh.",audio_5951.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5951.wav
5952,@5PhutCrypto,Anh em thiêng thật đấy. Mua hay không mua?,audio_5952.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5952.wav
5953,@AnimeRewind.Official,"Đến một lúc, cả hai leo lên đỉnh của sân vận động để chiến tiếp.",audio_5953.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5953.wav
5954,@MangoVid,"Chúng ta sẽ tìm hai tấm gương cầm tay lọ nhỏ, tách phần khung nhựa bên ngoài đi, rồi dùng thước đo độ dài một cạnh của nó, ở đây cạnh dài 6.5cm.",audio_5954.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5954.wav
5955,@hacthaybachthay,Chỉ là nấu thôi.,audio_5955.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5955.wav
5956,@HIEUROTRONG5PHUT-NTKT,"Phát biểu tại cuộc họp báo chung, quan chức ngoại giao Pháp và Đức cũng khẳng định chúng tôi hoàn toàn đồng ý rằng chúng tôi phải hỗ trợ cho người Ukraine khi còn cần.",audio_5956.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5956.wav
5957,@DongMauViet,"Khi so sánh, thì chính sách học tập cải tạo ở Việt Nam đã khá là nhân đạo khi không tiến hành tử hình bất kỳ một ai.",audio_5957.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5957.wav
5958,@VuTruNguyenThuy,"Đối với các tưởng lĩnh, đó là thời điểm quá hoàn hảo để mang lại những bàn hợp đồng cho các công ty xây dựng.",audio_5958.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5958.wav
5959,@kechuyentieuhoc1719,"Ông bỏ vẽ, không phân xử được là của ai.",audio_5959.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5959.wav
5960,@FonosVietnam,Cả nữ và nam giới.,audio_5960.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5960.wav
5961,@Vietcetera,Cái được đó nó đã đánh lừa chị.,audio_5961.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5961.wav
5962,@truyenhinhlaocai,"Bốn mẫu tiền mới mệnh giá 5 bảng, 10 bảng, 20 bảng và 50 bảng được trưng bày tại Bảo tàng của Ngân hàng Trung ương Anh ở thủ đô London trước khi chính thức lưu hành vào ngày 5 tháng 6 tới.",audio_5962.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5962.wav
5963,@betterversionvn,Nó đang cố gắng nhắn nhủ với con người một điều.,audio_5963.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5963.wav
5964,@CuThongThai,Ở vị trí có tầm quan trọng chiến được thì cảng Hanbatota gần với trung tâm tuyến vận tải nhuộm nhịp thuộc miền Nam Sri Lanka nhìn ra Ấn Độ Dương và đây cũng là nơi mà 80% lượng dầu mỏ nhập khẩu của Trung Quốc phải đi qua.,audio_5964.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5964.wav
5965,@HuynhDuyKhuongofficial,Nên làm sao mình involve ngay từ ban đầu.,audio_5965.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5965.wav
5966,@ntcanima,Các cậu cứ yên tâm hãy xem các đồng chí miền Bắc đưa vào đây những gì nào.,audio_5966.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5966.wav
5967,@SUCKHOETAMSINH,Và mình cho 1 lát gừng đập dập vào trong này.,audio_5967.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5967.wav
5968,@VuTruNguyenThuy,Những đường hầm này dài khoảng 8 km nhưng điều bất ngờ không chỉ dừng lại ở đó.,audio_5968.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5968.wav
5969,@VoizFM,Và tự do không thể được bảo đảm.,audio_5969.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5969.wav
5970,@Nhantaidaiviet,Lúc tôi rủ thầy tìm vàng.,audio_5970.wav,D:\Projects\Vietnamese-Audio-Deepfake-Detection.worktrees\agents-project-review-report-writing\vispoofdb\data\raw\real\audio_5970.wav
